Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),month,year,day,hour
Overcast,0,-1.214404203,-0.504988469,2.089459099,-1.364616217,-0.887817327,-0.389511197,1.374236723,-0.584552069,-0.079840685,-0.253542773
Overcast,0,-1.149580416,-0.942050693,2.492057718,-1.35555452,0.600400149,-0.483338424,1.374236723,-0.584552069,-0.079840685,-0.12541443
Overcast,0,-1.007110554,-1.466525361,2.220031624,-1.264937545,0.600400149,-0.573774304,1.374236723,-0.584552069,-0.079840685,0.002713913
Overcast,0,-1.015658745,-1.291700471,2.49749824,-1.364616217,0.353419376,-0.64499256,1.374236723,-0.584552069,-0.079840685,0.130842257
Overcast,0,-1.007110554,-0.942050693,2.764083812,-1.264937545,0.600400149,-0.67551467,1.374236723,-0.584552069,-0.079840685,0.2589706
Overcast,0,-1.007110554,-0.942050693,1.94800553,-1.35555452,0.600400149,-0.709428125,1.374236723,-0.584552069,-0.079840685,0.387098943
Overcast,0,-1.018508143,-0.767225803,1.83103431,-1.364616217,-0.194371312,-0.715080368,1.374236723,-0.584552069,-0.079840685,0.515227287
Overcast,0,-1.007110554,-0.942050693,2.220031624,-1.35555452,0.600400149,-0.777255036,1.374236723,-0.584552069,-0.079840685,0.64335563
Overcast,0,-1.007110554,-1.466525361,1.403953342,-1.35555452,-0.032883883,-0.811168491,1.374236723,-0.584552069,-0.079840685,0.771483974
Overcast,0,-1.024919286,-1.116875582,0.816376979,-1.446171494,-0.232368354,-0.802124903,1.374236723,-0.584552069,-0.079840685,0.899612317
Overcast,0,-1.149580416,-0.417576024,2.220031624,-1.35555452,-0.412854303,-0.845081946,1.374236723,-0.584552069,-0.079840685,1.02774066
Overcast,0,-1.149580416,-0.417576024,1.94800553,-1.35555452,-0.634503714,-0.856386431,1.374236723,-0.584552069,-0.079840685,1.155869004
Overcast,0,-1.209417758,0.194311089,1.306023948,-1.446171494,-0.862485966,-0.860908226,1.374236723,-0.584552069,-0.079840685,1.283997347
Overcast,0,-1.220815347,-0.067926245,1.403953342,-1.446171494,-0.824488924,-0.890299887,1.374236723,-0.584552069,-0.079840685,1.412125691
Overcast,0,-1.220815347,-0.067926245,1.403953342,-1.446171494,-0.824488924,-0.935517827,1.374236723,-0.584552069,-0.079840685,1.540254034
Foggy,0,-1.220815347,0.806198202,-1.000757329,1.18172077,-1.198126503,-1.241869373,1.374236723,-0.584552069,0.0343892,-1.406697864
Overcast,0,-1.292050278,0.543960868,0.315848966,-1.536788469,-0.824488924,-0.969431282,1.374236723,-0.584552069,0.0343892,-1.278569521
Overcast,0,-1.292050278,0.543960868,0.859901154,-1.536788469,-0.824488924,-1.025953708,1.374236723,-0.584552069,0.0343892,-1.150441177
Foggy,0,-1.287776182,0.543960868,0.713007063,-1.554911864,-1.020806974,-1.067780303,1.374236723,-0.584552069,0.0343892,-1.022312834
Foggy,0,-1.363285209,0.543960868,0.58787506,-1.536788469,-1.014474133,-1.105085103,1.374236723,-0.584552069,0.0343892,-0.89418449
Foggy,0,-1.363285209,0.543960868,0.315848966,-1.627405443,-1.014474133,-1.116389589,1.374236723,-0.584552069,0.0343892,-0.766056147
Foggy,0,-1.234349983,0.543960868,0.079186264,1.625743946,-1.020806974,-1.099432861,1.374236723,-0.584552069,0.0343892,-0.637927804
Overcast,0,-1.220815347,0.543960868,-0.228203222,1.453571694,-0.824488924,-1.116389589,1.374236723,-0.584552069,0.0343892,-0.50979946
Foggy,0,-1.220815347,0.543960868,-0.228203222,-1.627405443,-1.109466738,-1.082476133,1.374236723,-0.584552069,0.0343892,-0.381671117
Foggy,0,-1.220815347,0.543960868,0.079186264,1.444509997,-1.011307713,-1.072302097,1.374236723,-0.584552069,0.0343892,-0.253542773
Overcast,0,-1.220815347,0.543960868,0.315848966,1.453571694,-0.729496319,-1.116389589,1.374236723,-0.584552069,0.0343892,-0.12541443
Overcast,0,-1.220815347,0.543960868,0.043822872,-1.536788469,-0.634503714,-1.184216499,1.374236723,-0.584552069,0.0343892,0.002713913
Overcast,0,-1.216541251,0.543960868,0.1254307,1.480756786,-0.849820285,-1.197781881,1.374236723,-0.584552069,0.0343892,0.130842257
Foggy,0,-1.220815347,0.543960868,0.315848966,1.544188669,-1.109466738,-1.218129954,1.374236723,-0.584552069,0.0343892,0.2589706
Foggy,0,-1.220815347,0.543960868,-0.228203222,1.544188669,-1.267787746,-1.184216499,1.374236723,-0.584552069,0.0343892,0.387098943
Overcast,0,-1.209417758,0.543960868,-0.203720874,-1.509603376,-0.928980789,-1.184216499,1.374236723,-0.584552069,0.0343892,0.515227287
Foggy,0,-1.220815347,0.543960868,-0.77225541,1.544188669,-1.014474133,-1.195520984,1.374236723,-0.584552069,0.0343892,0.64335563
Foggy,0,-1.220815347,0.543960868,-0.228203222,1.544188669,-1.014474133,-1.206825469,1.374236723,-0.584552069,0.0343892,0.771483974
Overcast,0,-1.216541251,0.543960868,-1.172133769,-1.183382268,-0.75166126,-1.231695336,1.374236723,-0.584552069,0.0343892,0.899612317
Foggy,0,-1.220815347,0.543960868,-1.044281504,1.18172077,-1.014474133,-1.25204341,1.374236723,-0.584552069,0.0343892,1.02774066
Foggy,0,-1.220815347,0.893610647,-1.588333692,-1.627405443,-1.014474133,-1.240738925,1.374236723,-0.584552069,0.0343892,1.155869004
Overcast,0,-1.220815347,0.631373313,-0.587277666,1.027671913,-0.913148688,-1.195520984,1.374236723,-0.584552069,0.0343892,1.283997347
Foggy,0,-1.220815347,0.543960868,-0.500229316,1.091103796,-1.014474133,-1.229434439,1.374236723,-0.584552069,0.0343892,1.412125691
Foggy,0,-1.220815347,0.893610647,-0.500229316,1.272337745,-1.014474133,-1.29726135,1.374236723,-0.584552069,0.0343892,1.540254034
Overcast,0,-1.797818287,-0.330163579,0.313128705,1.082042098,-0.336860219,-1.235086682,1.374236723,-0.584552069,0.148619084,-1.406697864
Foggy,0,-1.220815347,0.893610647,0.315848966,0.909869846,-1.236123545,-1.29726135,1.374236723,-0.584552069,0.148619084,-1.278569521
Foggy,0,-1.220815347,0.543960868,-0.500229316,0.638018922,-1.236123545,-1.285956865,1.374236723,-0.584552069,0.148619084,-1.150441177
Foggy,0,-1.220815347,0.631373313,0.296807139,0.900808149,-1.289952687,-1.306304938,1.374236723,-0.584552069,0.148619084,-1.022312834
Overcast,0,-1.363285209,0.543960868,0.58787506,1.000486821,-0.919481529,-1.31987032,1.374236723,-0.584552069,0.148619084,-0.89418449
Overcast,0,-1.363285209,-0.15533869,0.58787506,0.909869846,-0.729496319,-1.31987032,1.374236723,-0.584552069,0.148619084,-0.766056147
Overcast,0,-1.958096882,0.543960868,-0.24996531,0.121502167,-0.36852442,-1.172912014,1.374236723,-0.584552069,0.148619084,0.899612317
Overcast,0,-1.861929725,-0.15533869,-0.77225541,0.275551024,-0.824488924,-1.172912014,1.374236723,-0.584552069,0.148619084,1.02774066
Overcast,0,-1.861929725,0.194311089,-1.044281504,1.000486821,-0.824488924,-1.218129954,1.374236723,-0.584552069,0.148619084,1.155869004
Overcast,0,-1.861929725,-0.15533869,0.859901154,1.000486821,-0.634503714,-1.25204341,1.374236723,-0.584552069,0.148619084,1.412125691
Overcast,0,-1.861929725,-0.504988469,0.315848966,1.000486821,-0.412854303,-1.25204341,1.374236723,-0.584552069,0.148619084,1.540254034
Overcast,0,-1.861929725,-0.504988469,0.315848966,1.000486821,-0.222869093,-1.240738925,1.374236723,-0.584552069,0.262848969,-1.278569521
Overcast,0,-1.861929725,-0.504988469,-0.500229316,0.909869846,-0.032883883,-1.240738925,1.374236723,-0.584552069,0.262848969,-1.150441177
Overcast,0,-1.901821287,-0.242751135,-0.323412355,1.000486821,-0.207036992,-1.247521616,1.374236723,-0.584552069,0.262848969,-1.022312834
Overcast,0,-1.861929725,-0.767225803,-0.228203222,1.18172077,-0.222869093,-1.29726135,1.374236723,-0.584552069,0.262848969,-0.89418449
Overcast,0,-1.861929725,-0.15533869,-0.77225541,1.000486821,-0.222869093,-1.29726135,1.374236723,-0.584552069,0.262848969,-0.766056147
Overcast,0,-1.50575507,-1.029463137,-1.316307598,1.362954719,-0.634503714,-1.263347895,1.374236723,-0.584552069,0.262848969,-0.12541443
Overcast,0,-1.363285209,-1.029463137,-1.588333692,-1.627405443,-0.729496319,-1.27465238,1.374236723,-0.584552069,0.262848969,0.002713913
Overcast,0,-1.523563803,-0.417576024,-1.183014812,1.462633391,-0.634503714,-1.293870004,1.374236723,-0.584552069,0.262848969,0.130842257
Overcast,0,-1.50575507,-0.417576024,-0.77225541,1.272337745,-0.824488924,-1.285956865,1.374236723,-0.584552069,0.262848969,0.2589706
Overcast,0,-1.50575507,-0.417576024,-0.77225541,-1.627405443,-0.824488924,-1.263347895,1.374236723,-0.584552069,0.262848969,0.387098943
Overcast,0,-1.652499028,0.106898644,-1.011638373,-1.418986402,-0.795991142,-1.249782513,1.374236723,-0.584552069,0.262848969,0.515227287
Overcast,0,-1.50575507,-0.417576024,-1.044281504,-0.811852672,-0.824488924,-1.263347895,1.374236723,-0.584552069,0.262848969,0.64335563
Overcast,0,-1.50575507,-0.417576024,-1.316307598,0.094317075,-0.824488924,-1.218129954,1.374236723,-0.584552069,0.262848969,0.771483974
Overcast,0,-1.523563803,-0.417576024,-1.202056639,0.248365931,-0.634503714,-1.169520668,1.374236723,-0.584552069,0.262848969,0.899612317
Overcast,0,-1.50575507,-0.417576024,-0.228203222,0.547401948,-0.634503714,-1.116389589,1.374236723,-0.584552069,0.262848969,1.02774066
Overcast,0,-1.576990001,-0.417576024,0.315848966,0.547401948,-0.634503714,-1.071171648,1.374236723,-0.584552069,0.262848969,1.155869004
Overcast,0,-1.781434253,0.194311089,0.829978284,0.900808149,-0.795991142,-1.766397481,1.374236723,-0.584552069,0.377078854,-1.406697864
Overcast,0,-1.648224932,-0.417576024,-0.500229316,0.184934049,-0.032883883,-1.014649223,1.374236723,-0.584552069,0.377078854,-1.278569521
Overcast,0,-1.648224932,-0.417576024,-1.588333692,-1.627405443,-0.032883883,-1.037258193,1.374236723,-0.584552069,0.377078854,-1.150441177
Overcast,0,-1.648224932,-0.417576024,0.315848966,-0.086916875,-0.222869093,-1.014649223,1.374236723,-0.584552069,0.377078854,-1.022312834
Overcast,0,-1.790694794,0.194311089,0.58787506,-0.449384773,-0.634503714,-1.082476133,1.374236723,-0.584552069,0.377078854,-0.89418449
Overcast,0,-1.790694794,0.194311089,0.859901154,-0.449384773,-0.634503714,-1.093780618,1.374236723,-0.584552069,0.377078854,-0.766056147
Overcast,0,-1.788557746,0.194311089,0.680363932,-0.576248538,-0.795991142,-1.126563625,1.374236723,-0.584552069,0.377078854,-0.637927804
Overcast,0,-1.861929725,0.543960868,1.403953342,-0.721235697,-0.824488924,-1.206825469,1.374236723,-0.584552069,0.377078854,-0.50979946
Foggy,0,-1.861929725,0.543960868,0.58787506,-0.540001748,-1.014474133,-1.116389589,1.374236723,-0.584552069,0.377078854,-0.381671117
Foggy,0,-1.861929725,-0.067926245,1.950725791,-0.884346251,-1.103133898,-1.131085419,1.374236723,-0.584552069,0.377078854,-0.253542773
Foggy,0,-1.861929725,0.194311089,2.764083812,-0.993086621,-1.109466738,-1.489437597,1.374236723,-0.584552069,0.377078854,-0.12541443
Overcast,0,-1.790694794,0.194311089,2.764083812,-0.993086621,-0.919481529,-1.545960022,1.374236723,-0.584552069,0.377078854,0.002713913
Overcast,0,-1.782146603,-0.417576024,2.535581893,-0.993086621,-0.830821764,-1.805963179,1.374236723,-0.584552069,0.377078854,0.130842257
Foggy,0,-1.770749014,0.893610647,1.852796397,-1.346492822,-1.495769998,-2.140575938,1.374236723,-0.584552069,0.377078854,0.515227287
Foggy,0,-1.648224932,0.194311089,2.764083812,-1.35555452,-1.521101359,-2.303360523,1.374236723,-0.584552069,0.377078854,0.64335563
Foggy,0,-1.790694794,0.893610647,2.764083812,-1.35555452,-1.521101359,-2.382491919,1.374236723,-0.584552069,0.377078854,0.771483974
Foggy,0,-1.646087884,0.281723534,0.81909724,-1.28306094,-1.397610973,-2.301099626,1.374236723,-0.584552069,0.377078854,0.899612317
Foggy,0,-1.648224932,0.194311089,0.859901154,-1.35555452,-1.236123545,-2.258142583,1.374236723,-0.584552069,0.377078854,1.02774066
Foggy,0,-1.719459863,0.543960868,0.315848966,-1.446171494,-1.236123545,-2.269447068,1.374236723,-0.584552069,0.377078854,1.155869004
Foggy,0,-1.701651131,0.543960868,0.035662089,1.526065274,-1.289952687,-2.22988137,1.374236723,-0.584552069,0.377078854,1.283997347
Foggy,0,-1.790694794,0.543960868,0.315848966,1.091103796,-1.236123545,-2.201620157,1.374236723,-0.584552069,0.377078854,1.412125691
Overcast,1,0.132648342,0.281723534,-0.500229316,0.638018922,1.550326197,-0.67551467,1.374236723,-0.584552069,-1.564829187,-1.278569521
Overcast,1,-0.081056451,0.0194862,0.315848966,1.362954719,0.347086536,-0.472033938,1.374236723,-0.584552069,-1.564829187,-0.89418449
Overcast,1,0.061413411,-0.592400914,0.043822872,1.272337745,0.600400149,-0.178117326,1.374236723,-0.584552069,-1.564829187,0.64335563
Overcast,1,0.061413411,-0.592400914,0.315848966,1.272337745,0.347086536,-0.189421811,1.374236723,-0.584552069,-1.564829187,0.771483974
Overcast,1,-0.152291382,0.0194862,0.315848966,1.272337745,1.550326197,-0.178117326,1.374236723,-0.584552069,-1.564829187,1.155869004
Overcast,1,-0.148017286,0.0194862,0.759251499,1.263276047,1.363507408,-0.223335266,1.374236723,-0.584552069,-1.564829187,1.283997347
Overcast,1,-0.294761244,0.281723534,0.315848966,1.272337745,1.550326197,-0.223335266,1.374236723,-0.584552069,-1.564829187,1.412125691
Foggy,0,-1.790694794,0.194311089,1.403953342,1.000486821,-1.109466738,-2.065966336,1.374236723,-0.584552069,0.377078854,1.540254034
Clear,0,-2.69252902,0.194311089,0.041102611,-0.014423295,-0.36852442,-0.512730085,1.374236723,-0.584552069,0.491308738,-1.406697864
Overcast,0,-1.790694794,0.194311089,0.859901154,0.728635897,-0.729496319,-1.817267664,1.374236723,-0.584552069,0.491308738,-1.278569521
Overcast,0,-1.790694794,0.194311089,0.315848966,0.638018922,-0.824488924,-1.240738925,1.374236723,-0.584552069,0.491308738,-0.381671117
Clear,0,-1.77502311,-1.991000029,2.473015891,1.091103796,-0.134209329,-0.997692495,1.374236723,-0.584552069,0.491308738,0.130842257
Clear,0,-1.861929725,-1.64135025,2.492057718,1.000486821,-0.412854303,-0.935517827,1.374236723,-0.584552069,0.491308738,0.2589706
Clear,0,-2.004399587,-1.64135025,0.58787506,0.909869846,-0.412854303,-0.822472976,1.374236723,-0.584552069,0.491308738,0.387098943
Clear,0,-2.11552608,-1.81617514,0.054703916,0.864561359,-0.482515546,-0.694732295,1.374236723,-0.584552069,0.491308738,0.515227287
Clear,0,-2.431809173,-1.728762695,0.315848966,0.728635897,-0.824488924,-0.607687759,1.374236723,-0.584552069,0.491308738,0.64335563
Clear,0,-2.431809173,-1.728762695,0.315848966,0.547401948,-0.634503714,-0.551165334,1.374236723,-0.584552069,0.491308738,0.771483974
Clear,0,-2.485235371,-1.64135025,0.185276441,0.556463645,-0.045549564,-0.443772726,1.374236723,-0.584552069,0.491308738,0.899612317
Clear,0,-2.645513966,-0.854638248,-0.228203222,0.638018922,-0.032883883,-0.415511513,1.374236723,-0.584552069,0.491308738,1.02774066
Clear,0,-2.882013937,-0.330163579,-0.581837145,0.07619368,-0.286197496,-0.26629231,1.374236723,-0.584552069,0.491308738,1.283997347
Clear,0,-2.787983828,-0.242751135,0.859901154,-0.268150824,-0.032883883,-0.166812841,1.374236723,-0.584552069,0.605538623,-1.150441177
Clear,0,-2.84782117,-0.330163579,0.764692021,-0.322521009,-0.070880925,-0.117073107,1.374236723,-0.584552069,0.605538623,-1.022312834
Overcast,0,-1.65036198,-1.029463137,1.112885421,-0.277212521,0.0272781,-0.06168113,1.374236723,-0.584552069,0.605538623,0.899612317
Overcast,0,-1.648224932,-1.029463137,1.131927248,-0.268150824,-0.032883883,-0.110290416,1.374236723,-0.584552069,0.605538623,1.02774066
Overcast,0,-1.648224932,-1.029463137,0.859901154,-0.358767799,-0.032883883,-0.087681445,1.374236723,-0.584552069,0.605538623,1.155869004
Overcast,0,-1.576990001,-0.767225803,1.403953342,-0.268150824,-0.412854303,-0.189421811,1.374236723,-0.584552069,0.605538623,1.412125691
Overcast,0,-1.363285209,-1.291700471,1.94800553,-0.268150824,-0.412854303,-0.279857692,1.374236723,-0.584552069,0.605538623,1.540254034
Overcast,0,-1.292050278,-1.029463137,2.764083812,-0.358767799,-0.032883883,-0.505947394,1.374236723,-0.584552069,0.719768508,-1.278569521
Overcast,0,-1.149580416,-0.942050693,2.764083812,-0.177533849,0.347086536,-0.562469819,1.374236723,-0.584552069,0.719768508,-1.150441177
Overcast,0,-1.056262656,-1.029463137,2.609028939,-0.331582706,0.347086536,-0.629166281,1.374236723,-0.584552069,0.719768508,-1.022312834
Overcast,0,-0.864640692,-0.942050693,2.764083812,-0.086916875,-0.032883883,-0.6529057,1.374236723,-0.584552069,0.719768508,-0.89418449
Overcast,1,-0.316844073,0.369135979,0.61779793,-0.404076286,-0.295696757,-1.184216499,1.374236723,-0.584552069,0.833998393,-1.406697864
